id,speaker,headline,month_filmed,year_filmed,event,duration,date_published,views_as_of_06162017
2476,Stephen Petranek,Your kids might live on Mars. Here's how they'll survive,3,2015,TED2015,0:17:14,4/12/2016,1346122
2477,Hugh Evans,What does it mean to be a citizen of the world?,2,2016,TED2016,0:16:56,4/11/2016,1327646
2478,Robert Palmer,The Panama Papers exposed a huge global problem. What's next?,4,2016,Global Witness HQ,0:07:49,4/8/2016,1000973
2479,Mary Norris,The nit-picking glory of The New Yorker's Comma Queen,2,2016,TED2016,0:09:49,4/15/2016,1033607
2480,Christiana Figueres,The inside story of the Paris climate agreement,2,2016,TED2016,0:14:51,4/18/2016,1005898
2481,"Amanda Palmer, Jherek Bischoff and Usman Riaz","""Space Oddity""",2,2016,TED2016,0:06:09,11/1/2016,731977
2482,Joshua Prager,Wisdom from great writers on every year of life,3,2015,TEDActive 2015,0:06:01,4/19/2016,1474563
2483,Aditi Gupta,A taboo-free way to talk about periods,5,2015,TEDxGatewayWomen,0:11:10,4/21/2016,1395373
2484,Kenneth Lacovara,Hunting for dinosaurs showed me our place in the universe,2,2016,TED2016,0:15:49,4/22/2016,1397976
2485,Chris Anderson,TED's secret to great public speaking,4,2016,TED Studio,0:07:55,4/19/2016,2025453
2486,Shivani Siroya,A smart loan for people with no credit history (yet),2,2016,TED2016,0:08:11,4/25/2016,1405037
2487,R. Luke DuBois,Insightful human portraits made from data,2,2016,TED2016,0:12:43,4/26/2016,1204302
2488,Ameera Harouda,Why I put myself in danger to tell the stories of Gaza,2,2016,TED2016,0:08:38,4/27/2016,947001
2489,Michael Metcalfe,A provocative way to finance the fight against climate change,11,2015,TED@State Street Boston,0:12:52,4/28/2016,1167626
2490,Riccardo Sabatini,How to read the genome and build a human being,2,2016,TED2016,0:15:28,4/29/2016,1452003
2491,Carrie Nugent,Adventures of an asteroid hunter,2,2016,TED2016,0:06:06,3/14/2017,736792
2492,Sarah Gray,How my son's short life made a lasting difference,11,2015,TEDMED 2015,0:10:17,5/2/2016,1412683
2493,Alice Rawsthorn,"Pirates, nurses and other rebel designers",2,2016,TED2016,0:11:44,5/3/2016,900434
2494,Jennifer Kahn,Gene editing can now change an entire species -- forever,2,2016,TED2016,0:12:25,5/9/2016,1457288
2495,Uri Hasson,This is your brain on communication,2,2016,TED2016,0:14:51,5/10/2016,1661157
2496,Sanford Biggers,An artist's unflinching look at racial violence,2,2016,TED2016,0:04:19,5/11/2016,956775
2497,Dan Pallotta,The dream we haven't dared to dream,2,2016,TED2016,0:11:56,5/4/2016,1803322
2498,Sangeeta Bhatia,This tiny particle could roam your body to find tumors,11,2015,TED Talks Live,0:10:43,5/12/2016,733095
2499,Monica Byrne,A sci-fi vision of love from a 318-year-old hologram,2,2016,TED2016,0:12:38,5/5/2016,860006
2500,Michael Bodekaer,This virtual lab will revolutionize science class,10,2015,TEDxCERN,0:11:26,5/6/2016,1107263
2501,Kang Lee,Can you really tell if a kid is lying?,2,2016,TED2016,0:13:36,5/13/2016,5410238
2502,Andrew Pelling,This scientist makes ears out of apples,2,2016,TED2016,0:07:05,6/15/2016,1165150
2504,Laura Indolfi,Good news in the fight against pancreatic cancer,2,2016,TED2016,0:06:03,5/17/2016,1136908
2505,Sebastian Junger,Our lonely society makes it hard to come home from war,11,2015,TED Talks Live,0:13:28,5/18/2016,716875
2506,Toni Mac,The laws that sex workers really want,1,2016,TEDxEastEnd,0:17:50,5/19/2016,1771802
2507,Trevor Timm,How free is our freedom of the press?,2,2016,TED2016,0:05:13,5/20/2016,1220115
2508,Lidia Yuknavitch,The beauty of being a misfit,2,2016,TED2016,0:12:58,5/23/2016,2036742
2510,Mariano Sigman,Your words may predict your future mental health,2,2016,TED2016,0:12:14,5/24/2016,2190204
2511,Zaria Forman,Drawings that show the beauty and fragility of Earth,11,2015,TED Talks Live,0:07:14,5/25/2016,1044943
2512,Joseph Ravenell,How barbershops can keep men healthy,2,2016,TED2016,0:13:08,5/26/2016,966035
2513,Adam Driver,My journey from Marine to actor,11,2015,TED Talks Live,0:18:02,5/27/2016,2829126
2514,Sue Desmond-Hellmann,"A smarter, more precise way to think about public health",2,2016,TED2016,0:14:18,5/31/2016,913566
2515,Samantha Nutt,The real harm of the global arms trade,11,2015,TED Talks Live,0:13:34,6/1/2016,1039364
2516,Norman Lear,An entertainment icon on living a life of meaning,2,2016,TED2016,0:19:46,6/2/2016,994017
2517,Stephen Wilkes,"The passing of time, caught in a single photo",2,2016,TED2016,0:12:36,6/3/2016,1551086
2518,Cédric Villani,What's so sexy about math?,2,2016,TED2016,0:16:23,6/6/2016,1536848
2519,Amit Sood,Every piece of art you've ever wanted to see -- up close and searchable,2,2016,TED2016,0:15:00,6/7/2016,882522
2520,ShaoLan,"The Chinese zodiac, explained",2,2016,TED2016,0:06:04,6/8/2016,1974646
2521,Negin Farsad,A highly scientific taxonomy of haters,2,2016,TED2016,0:08:05,6/10/2016,1199844
2522,Andrew Youn,3 reasons why we can win the fight against poverty,2,2016,TED2016,0:13:14,6/13/2016,1146865
2523,Sajay Samuel,How college loans exploit students for profit,2,2016,TEDxPSU,0:11:48,6/9/2016,1097988
2524,Jamila Raqib,The secret to effective nonviolent resistance,11,2015,TED Talks Live,0:08:57,6/14/2016,861156
2525,Tristan Harris,How better tech could protect us from distraction,12,2014,TEDxBrussels,0:14:55,6/17/2016,1356634
2526,Seema Bansal,How to fix a broken education system ... without any more money,5,2016,TED@BCG Paris,0:14:28,6/22/2016,1207872
2527,Chris Milk,The birth of virtual reality as an art form,2,2016,TED2016,0:17:34,6/16/2016,792628
2528,Keolu Fox,Why genetic research must be more diverse,2,2016,TED2016,0:06:48,6/21/2016,785862
2529,Elise Roy,"When we design for disability, we all benefit",9,2015,TEDxMidAtlantic,0:13:17,7/8/2016,1127067
2530,Brian Little,"Who are you, really? The puzzle of personality",2,2016,TED2016,0:15:15,6/23/2016,3806941
2531,Tom Hulme,What can we learn from shortcuts?,2,2016,TED2016,0:07:20,6/24/2016,1347655
2532,Michael Murphy,Architecture that's built to heal,2,2016,TED2016,0:15:38,9/15/2016,1087371
2533,Blaise Ag�era y Arcas,How computers are learning to be creative,5,2016,TED@BCG Paris,0:17:34,6/28/2016,1317744
2534,Wanda Diaz Merced,How a blind astronomer found a way to hear the stars,2,2016,TED2016,0:11:15,6/27/2016,785467
2535,Gill Hicks,I survived a terrorist attack. Here's what I learned,5,2016,TEDxSydney,0:10:37,6/20/2016,771911
2536,Prosanta Chakrabarty,"Clues to prehistoric times, found in blind cavefish",2,2016,TED2016,0:04:49,6/30/2016,946132
2537,Julia Galef,Why you think you're right -- even if you're wrong,2,2016,TEDxPSU,0:11:37,6/29/2016,3049588
2538,John Legend,"""Redemption Song""",2,2016,TED2016,0:08:38,7/1/2016,1454589
2539,Safwat Saleem,"Why I keep speaking up, even when people mock my accent",2,2016,TED2016,0:10:48,7/7/2016,1325322
2540,Lisa Dyson,A forgotten Space Age technology could change how we grow food,5,2016,TED@BCG Paris,0:11:55,7/18/2016,1237697
2541,Marwa Al-Sabouni,How Syria's architecture laid the foundation for brutal war,6,2016,TEDSummit,0:10:25,7/5/2016,866899
2542,Eric Haseltine,What will be the next big scientific breakthrough?,11,2015,TED Talks Live,0:10:47,7/12/2016,1452736
2543,Alexander Betts,Why Brexit happened -- and what to do next,6,2016,TEDSummit,0:17:22,7/6/2016,2344878
2544,Oded Shoseyov,How we're harnessing nature's hidden superpowers,5,2016,TED@BCG Paris,0:13:21,9/28/2016,1181639
2545,Dave Brain,What a planet needs to sustain life,9,2015,TEDxBoulder,0:13:42,8/12/2016,1277132
2546,Shubhendu Sharma,How to grow a forest in your backyard,5,2016,TED@BCG Paris,0:09:11,7/14/2016,1248492
2547,Leila Hoteit,3 lessons on success from an Arab businesswoman,5,2016,TED@BCG Paris,0:14:02,7/11/2016,1732569
2548,Anthony Goldbloom,The jobs we'll lose to machines -- and the ones we won't,2,2016,TED2016,0:04:36,8/8/2016,1819075
2549,Martin Reeves,How to build a business that lasts 100 years,5,2016,TED@BCG Paris,0:14:54,8/9/2016,1599248
2550,James Green,3 moons and a planet that could have alien life,11,2015,TED Talks Live,0:10:39,8/16/2016,1412856
2551,Emma Marris,Nature is everywhere -- we just need to learn to see it,6,2016,TEDSummit,0:15:52,7/13/2016,959282
2552,Adam Savage,My love letter to cosplay,2,2016,TED2016,0:13:07,7/15/2016,1684580
2553,Gerard Ryle,How the Panama Papers journalists broke the biggest leak in history,6,2016,TEDSummit,0:13:08,7/20/2016,982997
2554,Neha Narula,The future of money,5,2016,TED@BCG Paris,0:16:16,9/12/2016,1705842
2555,Franz Freudenthal,A new way to heal hearts without surgery,2,2016,TED2016,0:09:28,9/9/2016,1198002
2556,eL Seed,"A project of peace, painted across 50 buildings",6,2016,TEDSummit,0:11:26,7/19/2016,806165
2557,Ed Boyden,Baby diapers inspired this new way to study the brain,6,2016,TEDSummit,0:13:15,7/21/2016,1217720
2558,Suzanne Simard,How trees talk to each other,6,2016,TEDSummit,0:18:19,7/22/2016,2305883
2559,Molly Winter,The taboo secret to better health,4,2016,TEDxBend,0:12:21,8/10/2016,1460540
2560,Ngozi Okonjo-Iweala,How Africa can keep rising,6,2016,TEDSummit,0:15:23,8/11/2016,751281
2561,Anand Giridharadas,A letter to all who have lost in this era,6,2016,TEDSummit,0:16:37,8/18/2016,942897
2562,Monica Araya,A small country with big ideas to get rid of fossil fuels,6,2016,TEDSummit,0:15:52,8/15/2016,977749
2563,Olivier Scalabre,The next manufacturing revolution is here,5,2016,TED@BCG Paris,0:12:26,8/22/2016,1472508
2565,Timothy Ihrig,What we can do to die well,9,2013,TEDxDesMoines,0:13:32,8/23/2016,1253523
2566,Sarah Parcak,Hunting for Peru's lost civilizations -- with satellites,6,2016,TEDSummit,0:06:59,8/17/2016,991711
2567,Rebecca MacKinnon,We can fight terror without sacrificing our rights,6,2016,TEDSummit,0:11:56,9/23/2016,1018515
2568,Gonzalo Vilari�o,How Argentina's blind soccer team became champions,9,2015,TEDxRiodelaPlata,0:14:19,8/19/2016,426842
2569,Laura Boushnak,The deadly legacy of cluster bombs,6,2016,TEDSummit,0:11:36,8/24/2016,636004
2570,Sebastian Kraves,The era of personal DNA testing is here,5,2016,TED@BCG Paris,0:13:04,9/22/2016,1025395
2571,Vanessa Ruiz,The spellbinding art of human anatomy,11,2015,TEDMED 2015,0:11:22,8/26/2016,1187524
2572,Christopher Bell,Bring on the female superheroes!,10,2015,TEDxColoradoSprings,0:15:48,8/30/2016,990866
2573,Don Tapscott,How the blockchain is changing money and business,6,2016,TEDSummit,0:18:49,8/25/2016,1757368
2574,Kio Stark,Why you should talk to strangers,2,2016,TED2016,0:11:52,8/31/2016,2506506
2575,Jonathan Tepperman,The risky politics of progress,6,2016,TEDSummit,0:18:16,9/1/2016,932470
2576,Rainn Wilson,Ideas worth dating,7,2016,TED Studio,0:04:29,10/7/2016,752549
2577,James Veitch,The agony of trying to unsubscribe,6,2016,TEDSummit,0:07:40,9/2/2016,4611112
2578,Julia Bacha,How women wage conflict without violence,6,2016,TEDSummit,0:12:27,8/29/2016,799308
2579,Sal Khan,Let's teach for mastery -- not test scores,11,2015,TED Talks Live,0:10:49,9/6/2016,2025564
2580,Courtney Martin,The new American Dream,2,2016,TED2016,0:15:32,9/7/2016,1310068
2581,David Camarillo,Why helmets don't prevent concussions -- and what might,4,2016,TEDxStanford,0:15:56,9/8/2016,1152512
2582,Julie Lythcott-Haims,How to raise successful kids -- without over-parenting,11,2015,TED Talks Live,0:14:16,9/13/2016,2438032
2583,Michael Shellenberger,How fear of nuclear power is hurting the environment,6,2016,TEDSummit,0:13:58,9/14/2016,1153116
2584,Abigail Marsh,Why some people are more altruistic than others,6,2016,TEDSummit,0:12:21,9/16/2016,1641293
2585,David Burkus,Why you should know how much your coworkers get paid,1,2016,TEDxUniversityofNevada,0:07:29,9/20/2016,1635648
2586,Nadia Lopez,Why open a school? To close a prison,11,2015,TED Talks Live,0:07:10,9/21/2016,998548
2587,Eric Liu,Let's make voting fun again,9,2016,TEDNYC,0:13:33,9/19/2016,782417
2588,J.D. Vance,America's forgotten working class,9,2016,TEDNYC,0:14:42,9/26/2016,1026090
2589,Camille A. Brown,A visual history of social dance in 25 moves,6,2016,TED Studio,0:04:36,9/27/2016,713294
2590,Helen Fisher,Technology hasn't changed love. Here's why,6,2016,TEDSummit,0:19:05,9/30/2016,1533994
2591,Danny Dorling,Maps that show us who we are (not just where we are),4,2016,TEDxExeter,0:14:07,11/30/2016,1329297
2592,Sam Harris,Can we build AI without losing control over it?,6,2016,TEDSummit,0:14:27,9/29/2016,2275769
2593,Ellen Jorgensen,What you need to know about CRISPR,6,2016,TEDSummit,0:09:53,10/3/2016,1314281
2594,Isaac Lidsky,What reality are you creating for yourself?,6,2016,TEDSummit,0:11:46,10/6/2016,2413153
2595,John McWhorter,4 reasons to learn a new language,2,2016,TED2016,0:10:01,10/7/2016,2036771
2596,Sayu Bhojwani,How immigrant voices make democracy stronger,9,2016,TEDNYC,0:12:42,10/4/2016,750891
2597,Ione Wells,How we talk about sexual assault online,6,2016,TEDSummit,0:14:09,10/10/2016,989192
2598,Pico Iyer,The beauty of what we'll never know,6,2016,TEDSummit,0:10:05,10/11/2016,1444084
2599,Adam de la Zerda,How we can start winning the war against cancer,4,2016,TEDxStanford,0:12:42,10/5/2016,954863
2600,Alyssa Monks,How loss helped one artist find beauty in imperfection,11,2015,TEDxIndianaUniversity,0:13:08,10/26/2016,1080448
2601,Jim Hemerling,5 ways to lead in an era of constant change,5,2016,TED@BCG Paris,0:13:21,10/13/2016,1697752
2602,"Trevor Copp, Jeff Fox",Ballroom dance that breaks gender roles,11,2015,TEDxMontreal,0:15:33,10/14/2016,552294
2603,Melissa Walker,Art can heal PTSD's invisible wounds,11,2015,TEDMED 2015,0:09:48,10/12/2016,802576
2604,Rachel Botsman,We've stopped trusting institutions and started trusting strangers,6,2016,TEDSummit,0:17:08,10/17/2016,1252808
2605,Todd Coleman,A temporary tattoo that brings hospital care to the home,11,2015,TEDMED 2015,0:09:39,10/18/2016,1093660
2606,Zeynep Tufekci,Machine intelligence makes human morals more important,6,2016,TEDSummit,0:17:42,10/19/2016,1126144
2607,Manwar Ali,Inside the mind of a former radical jihadist,4,2016,TEDxExeter,0:17:22,10/20/2016,1586534
2608,Philippa Neave,The unexpected challenges of a country's first election,9,2016,TEDNYC,0:10:51,10/21/2016,847073
2609,Wanis Kabbaj,What a driverless world could look like,9,2016,TED@UPS,0:11:31,10/24/2016,2484778
2610,Tasos Frantzolas,Everything you hear on film is a lie,2,2016,TEDxAthens,0:16:33,10/27/2016,1184577
2611,"Rhiannon Giddens, Silk Road Ensemble","""St. James Infirmary Blues""",2,2016,TED2016,0:08:43,10/28/2016,792825
2612,Kelli Jean Drinkwater,Enough with the fear of fat,5,2016,TEDxSydney,0:12:20,10/28/2016,1516589
2614,Christopher Soghoian,Your smartphone is a civil rights issue,6,2016,TEDSummit,0:07:44,10/31/2016,1256215
2615,Victor Rios,Help for kids the education system ignores,11,2015,TED Talks Live,0:11:53,11/1/2016,1105982
2616,Kandice Sumner,How America's public schools keep kids in poverty,11,2015,TEDxBeaconStreet,0:13:50,11/1/2016,1132791
2617,Mallory Soldner,Your company's data could end world hunger,9,2016,TED@UPS,0:11:15,11/2/2016,911653
2618,Ian Bremmer,How the US should use its superpower status,9,2016,TEDxNewYork,0:15:37,10/25/2016,832410
2619,Tim Leberecht,4 ways to build a human company in the age of machines,6,2016,TEDSummit,0:11:44,11/1/2016,1322721
2620,Roger Antonsen,Math is the hidden secret to understanding the world,1,2015,TEDxOslo,0:17:04,11/18/2016,1817134
2621,Halla T�masd�ttir,It's time for women to run for office,10,2016,TEDWomen 2016,0:19:18,11/1/2016,855021
2622,Suzanne Barakat,Islamophobia killed my brother. Let's end the hate,10,2016,TEDWomen 2016,0:14:48,11/1/2016,1083262
2623,Fawn Qiu,Easy DIY projects for kid engineers,7,2016,TED Residency,0:07:03,11/1/2016,1013223
2624,Hector Garcia,"We train soldiers for war. Let's train them to come home, too",11,2016,TED Talks Live,0:10:31,11/1/2016,972912
2625,Jonathan Haidt,Can a divided America heal?,11,2016,TEDNYC,0:20:17,11/1/2016,1422808
2626,Bettina Warburg,How the blockchain will radically transform the economy,6,2016,TEDSummit,0:14:57,11/1/2016,1630134
2627,Jennifer Brea,What happens when you have a disease doctors can't diagnose,6,2016,TEDSummit,0:17:07,1/17/2017,1285296
2628,Sandi Toksvig,A political party for women's equality,10,2016,TEDWomen 2016,0:19:48,11/21/2016,779033
2629,Kimberl� Crenshaw and Abby Dobson,The urgency of intersectionality,10,2016,TEDWomen 2016,0:18:49,11/1/2016,800296
2630,Steven Johnson,How play leads to great inventions,10,2016,TED Studio,0:07:25,11/1/2016,1070675
2631,Adam Galinsky,How to speak up for yourself,9,2016,TEDxNewYork,0:15:08,11/23/2016,2974283
2632,Juan Enriquez,What will humans look like in 100 years?,6,2016,TEDSummit,0:15:45,11/22/2016,2421804
2633,Joe Lassiter,We need nuclear power to solve climate change,6,2016,TEDSummit,0:13:46,11/28/2016,1043860
2634,"Alicia Garza, Patrisse Cullors, Opal Tometi and Mia Birdsong",An interview with the founders of Black Lives Matter,10,2016,TEDWomen 2016,0:16:05,11/29/2016,748448
2635,Tiq Milan and Kim Katrin Milan,A queer vision of love and marriage,10,2016,TEDWomen 2016,0:17:07,12/8/2016,1073649
2636,Ryan Gravel,How an old loop of railroads is changing the face of a city,10,2016,TEDNYC,0:11:26,12/1/2016,808220
2637,Kate Adams,4 larger-than-life lessons from soap operas,9,2016,TED@UPS,0:12:27,12/2/2016,1307461
2638,Jia Jiang,What I learned from 100 days of rejection,5,2015,TEDxMtHood,0:15:31,12/8/2016,3063356
2639,Natalie Panek,Let's clean up the space junk orbiting Earth,10,2015,TEDxToronto,0:10:15,12/8/2016,922037
2641,Elizabeth Lesser,Say your truths and seek them in others,10,2016,TEDWomen 2016,0:15:44,12/9/2016,1210265
