id,speaker,headline,month_filmed,year_filmed,event,duration,date_published,views_as_of_06162017
1653,Young-ha Kim,"Be an artist, right now!",7,2010,TEDxSeoul,0:16:57,2/15/2013,1788070
1654,Leslie Morgan Steiner,Why domestic violence victims don't leave,11,2012,TEDxRainier,0:15:59,1/25/2013,3733072
1655,Tyler DeWitt,Hey science teachers -- make it fun,11,2012,TEDxBeaconStreet,0:11:20,2/5/2013,1441003
1656,Wingham Rowan,A new kind of job market,11,2012,TEDSalon London Fall 2012,0:12:20,1/28/2013,1043261
1657,Mitch Resnick,Let's teach kids to code,11,2012,TEDxBeaconStreet,0:16:48,1/29/2013,1659403
1658,iO Tillett Wright,Fifty shades of gay,11,2012,TEDxWomen 2012,0:18:18,1/30/2013,2641560
1659,Zahra' Langhi,Why Libya's revolution didn't work -- and what might,11,2012,TEDxWomen 2012,0:09:48,2/4/2013,522718
1660,Fahad Al-Attiya,A country with no water,4,2012,TEDxSummit,0:08:46,1/31/2013,1398081
1661,Lee Cronin,Print your own medicine,6,2012,TEDGlobal 2012,0:03:06,2/7/2013,979500
1662,Kid President,I think we all need a pep talk,1,2013,SoulPancake,0:03:28,2/1/2013,814209
1663,Cesar Kuriyama,One second every day,2,2012,TED2012,0:08:02,2/6/2013,1585729
1664,Edi Rama,Take back your city with paint,3,2012,TEDxThessaloniki,0:15:42,2/8/2013,590027
1665,Erik Schlangen,"A ""self-healing"" asphalt",10,2012,TEDxDelft,0:06:50,2/12/2013,978054
1666,Shabana Basij-Rasikh,Dare to educate Afghan girls,11,2012,TEDxWomen 2012,0:09:36,2/11/2013,918813
1667,Andreas Schleicher,Use data to build better schools,6,2012,TEDGlobal 2012,0:19:47,2/21/2013,685452
1668,James B. Glattfelder,Who controls the world?,10,2012,TEDxZurich 2012,0:14:10,2/13/2013,2505187
1669,Esther Perel,The secret to desire in a long-term relationship,2,2013,TEDSalon NY2013,0:19:10,2/14/2013,9953080
1670,Keith Chen,Could your language affect your ability to save money?,6,2012,TEDGlobal 2012,0:12:13,2/19/2013,1616845
1671,Miguel Nicolelis,"A monkey that controls a robot with its thoughts. No, really.",4,2012,TEDMED 2012,0:14:55,2/18/2013,1213093
1672,Kakenya Ntaiya,A girl who demanded school,10,2012,TEDxMidAtlantic,0:15:16,3/7/2013,2441446
1673,Afra Raymond,Three myths about corruption,12,2012,TEDxPortofSpain,0:18:09,2/20/2013,819380
1674,Michael Dickinson,How a fly flies,1,2013,TEDxCaltech,0:15:55,2/22/2013,1502247
1675,Bruce Feiler,Agile programming -- for your family,2,2013,TEDSalon NY2013,0:18:00,2/25/2013,1378947
1677,Bruno Maisonnier,"Dance, tiny robots!",1,2013,TEDxConcorde,0:03:09,2/26/2013,1181848
1678,Sugata Mitra,Build a School in the Cloud,2,2013,TED2013,0:22:31,2/27/2013,2836925
1679,Jennifer Granholm,A clean energy proposal -- race to the top!,2,2013,TED2013,0:12:41,2/28/2013,742177
1682,Amanda Palmer,The art of asking,2,2013,TED2013,0:13:47,3/1/2013,8817955
1683,Allan Savory,How to fight desertification and reverse climate change,2,2013,TED2013,0:22:19,3/4/2013,3944722
1684,Edith Widder,How we found the giant squid,2,2013,TED2013,0:08:38,3/5/2013,3647086
1685,Ron Finley,A guerilla gardener in South Central LA,2,2013,TED2013,0:10:45,3/6/2013,2958416
1687,Shane Koyczan,To This Day ... for the bullied and beautiful,2,2013,TED2013,0:12:03,3/8/2013,5105033
1688,Dan Pallotta,The way we think about charity is dead wrong,2,2013,TED2013,0:18:54,3/11/2013,4189686
1689,David Anderson,Your brain is more than a bag of chemicals,1,2013,TEDxCaltech,0:15:25,3/12/2013,1325982
1690,Stewart Brand,The dawn of de-extinction. Are you ready?,2,2013,TED2013,0:18:24,3/13/2013,1910145
1691,Bono,"The good news on poverty (Yes, there's good news)",2,2013,TED2013,0:13:57,3/14/2013,1631862
1692,Catarina Mota,Play with smart materials,6,2012,TEDGlobal 2012,0:09:55,3/15/2013,1051943
1693,Danny Hillis,The Internet could crash. We need a Plan B,2,2013,TED2013,0:12:31,3/18/2013,1256607
1694,Hyeonseo Lee,My escape from North Korea,2,2013,TED2013,0:12:15,3/20/2013,8278915
1695,Elon Musk,"The mind behind Tesla, SpaceX, SolarCity ...",2,2013,TED2013,0:21:04,3/19/2013,4331158
1696,Francis Collins,We need better drugs -- now,4,2012,TEDMED 2012,0:14:40,3/21/2013,787743
1697,Eric Whitacre,Virtual Choir Live,2,2013,TED2013,0:12:32,3/22/2013,995409
1698,Jessica Green,We're covered in germs. Let's design for that.,2,2013,TED2013,0:08:43,3/25/2013,947047
1699,Richard Turere,My invention that made peace with lions,2,2013,TED2013,0:07:20,3/27/2013,1972202
1700,Mark Shaw,One very dry demo,2,2013,TED2013,0:05:31,3/26/2013,1517837
1701,Colin Camerer,"When you're making a deal, what's going on in your brain?",1,2013,TEDxCaltech,0:13:49,3/28/2013,1300384
1702,Lawrence Lessig,"We the People, and the Republic we must reclaim",2,2013,TED2013,0:18:19,4/3/2013,1434037
1703,Kees Moeliker,How a dead duck changed my life,2,2013,TED2013,0:11:52,4/1/2013,1294454
1704,Sanjay Dastoor,"A skateboard, with a boost",2,2013,TED2013,0:04:20,4/2/2013,1662843
1705,Katherine Kuchenbecker,The technology of touch,11,2012,TEDYouth 2012,0:06:28,3/29/2013,273687
1706,Dan Ariely,What makes us feel good about our work?,10,2012,TEDxRiodelaPlata,0:20:26,4/10/2013,5195720
1707,Skylar Tibbits,"The emergence of ""4D printing""",2,2013,TED2013,0:08:22,4/4/2013,2418272
1708,Ken Jennings,"Watson, Jeopardy and me, the obsolete know-it-all",2,2013,TEDxSeattleU,0:17:52,4/5/2013,1106187
1709,Keller Rinaudo,A mini robot -- powered by your phone,2,2013,TED2013,0:05:50,4/9/2013,1110395
1710,Freeman Hrabowski,4 pillars of college success in science,2,2013,TED2013,0:15:10,4/8/2013,896457
1711,Eric Dishman,Health care should be a team sport,3,2013,TED@Intel,0:15:59,4/11/2013,814076
1712,Laura Snyder,The Philosophical Breakfast Club,6,2012,TEDGlobal 2012,0:12:34,4/12/2013,1190978
1713,Rose George,Let's talk crap. Seriously.,2,2013,TED2013,0:14:01,4/15/2013,1611860
1714,Thomas Insel,Toward a new understanding of mental illness,1,2013,TEDxCaltech,0:13:03,4/16/2013,1161031
1715,Joshua Prager,In search of the man who broke my neck,2,2013,TED2013,0:18:30,4/17/2013,1312565
1716,BLACK,My journey to yo-yo mastery,2,2013,TED2013,0:10:28,4/19/2013,6894736
1717,Andres Lozano,"Parkinson's, depression and the switch that might turn them off",1,2013,TEDxCaltech,0:15:34,4/18/2013,1285795
1718,John McWhorter,Txtng is killing language. JK!!!,2,2013,TED2013,0:13:48,4/22/2013,2068839
1719,Robert Gordon,"The death of innovation, the end of growth",2,2013,TED2013,0:12:14,4/23/2013,1077505
1720,Erik Brynjolfsson,The key to growth? Race with the machines,2,2013,TED2013,0:11:56,4/23/2013,1183409
1721,Liu Bolin,The invisible man,2,2013,TED2013,0:07:46,5/15/2013,1296717
1722,Miranda Wang and Jeanny Yao,Two young scientists break down plastics with bacteria,2,2013,TED2013,0:09:20,7/18/2013,1190251
1723,Michael Stevens,How much does a video weigh?,2,2013,TED-Ed,0:07:21,4/24/2013,191583
1724,Jennifer Healey,"If cars could talk, accidents might be avoidable",3,2013,TED@Intel,0:09:00,4/25/2013,792227
1725,David Pogue,10 top time-saving tech tips,2,2013,TED2013,0:05:44,4/26/2013,4799089
1726,Nilofer Merchant,Got a meeting? Take a walk,2,2013,TED2013,0:03:28,4/29/2013,2650936
1727,Taylor Wilson,My radical plan for small nuclear fission reactors,2,2013,TED2013,0:12:53,4/30/2013,1509496
1728,Rita Pierson,Every kid needs a champion,4,2013,TED Talks Education,0:07:48,5/3/2013,7012569
1729,SebastiÃ£o Salgado,The silent drama of photography,2,2013,TED2013,0:16:53,5/1/2013,1545612
1730,Juan Enriquez,"Your online life, permanent as a tattoo",2,2013,TED2013,0:05:57,5/2/2013,1552177
1731,Ramsey Musallam,3 rules to spark learning,4,2013,TED Talks Education,0:06:29,5/8/2013,2487489
1732,Geoffrey Canada,Our failing schools. Enough is enough!,4,2013,TED Talks Education,0:17:07,5/8/2013,1721424
1733,Angela Lee Duckworth,Grit: The power of passion and perseverance,4,2013,TED Talks Education,0:06:12,5/9/2013,10946554
1734,Pearl Arredondo,"My story, from gangland daughter to star teacher",4,2013,TED Talks Education,0:08:03,5/8/2013,1045252
1735,Timothy Bartik,The economic case for preschool,9,2012,TEDxMiamiUniversity,0:15:45,5/6/2013,404261
1736,ShaoLan,Learn to read Chinese ... with ease!,2,2013,TED2013,0:06:10,5/7/2013,2998702
1737,Malcolm London,"""High School Training Ground""",4,2013,TED Talks Education,0:03:00,5/8/2013,1155649
1738,Ken Robinson,How to escape education's death valley,4,2013,TED Talks Education,0:19:11,5/10/2013,6415742
1739,Bill Gates,Teachers need real feedback,4,2013,TED Talks Education,0:10:24,5/8/2013,2148617
1741,Meg Jay,Why 30 is not the new 20,2,2013,TED2013,0:14:49,5/13/2013,8805853
1742,Maria Bezaitis,Why we need strangeness,3,2013,TED@Intel,0:08:00,5/14/2013,1105966
1743,Jay Silver,"Hack a banana, make a keyboard!",4,2013,TEDSalon NY2013,0:13:15,5/16/2013,1305076
1744,Judy MacDonald Johnston,Prepare for a good end of life,2,2013,TED2013,0:06:03,5/22/2013,1453980
1745,Sergey Brin,Why Google Glass?,2,2013,TED2013,0:07:15,5/17/2013,2012969
1746,Peter Singer,The why and how of effective altruism,2,2013,TED2013,0:17:19,5/20/2013,1502608
1747,Phil Hansen,Embrace the shake,2,2013,TED2013,0:10:01,5/21/2013,2115319
1749,Alastair Parvin,Architecture for the people by the people,2,2013,TED2013,0:13:11,5/23/2013,1400729
1750,Ji-Hae Park,"The violin, and my dark night of the soul",2,2013,TED2013,0:12:41,5/24/2013,2617500
1751,Hendrik Poinar,Bring back the woolly mammoth!,3,2013,TEDxDeExtinction,0:10:22,5/30/2013,935763
1752,Paola Antonelli,Why I brought Pac-Man to MoMA,3,2013,TEDSalon NY2013,0:18:42,5/28/2013,917746
1753,Jackson Katz,Violence against women--it's a men's issue,11,2012,TEDxFiDiWomen,0:17:40,5/29/2013,1586427
1754,Alex Laskey,How behavioral science can lower your energy bill,2,2013,TED2013,0:08:11,6/4/2013,1080787
1755,Lisa Bu,How books can open your mind,2,2013,TED2013,0:06:16,5/31/2013,3002340
1756,Andrew Solomon,"Love, no matter what",4,2013,TEDMED 2013,0:23:27,6/3/2013,3943240
1757,Anas Aremeyaw Anas,"How I named, shamed and jailed",2,2013,TED2013,0:12:46,6/5/2013,1412099
1758,Denise Herzing,Could we speak the language of dolphins?,2,2013,TED2013,0:14:38,6/6/2013,1148941
1759,Andrew McAfee,What will future jobs look like?,2,2013,TED2013,0:14:15,6/10/2013,2032359
1760,Martin Villeneuve,How I made an impossible film,2,2013,TED2013,0:10:55,6/7/2013,944002
1761,Al Vernacchio,Sex needs a new metaphor. Here's one ...,2,2012,TED2012,0:08:21,7/12/2013,1807610
1762,Rodney Brooks,Why we will rely on robots,2,2013,TED2013,0:09:56,6/28/2013,1337718
1763,Camille Seaman,Photos from a storm chaser,2,2013,TED2013,0:03:26,6/21/2013,1568166
1764,Raffaello D'Andrea,The astounding athletic power of quadcopters,6,2013,TEDGlobal 2013,0:16:08,6/11/2013,10150826
1765,George Papandreou,Imagine a European democracy without borders,6,2013,TEDGlobal 2013,0:20:06,6/12/2013,736550
1766,Daniel Suarez,The kill decision shouldn't belong to a robot,6,2013,TEDGlobal 2013,0:13:20,6/13/2013,1904789
1767,Manal al-Sharif,A Saudi woman who dared to drive,6,2013,TEDGlobal 2013,0:14:16,6/14/2013,1469958
1768,Didier Sornette,How we can predict the next financial crisis,6,2013,TEDGlobal 2013,0:17:01,6/17/2013,1331622
1769,Paul Pholeros,How to reduce poverty? Fix homes,3,2013,TEDxSydney,0:17:39,6/20/2013,1321460
1770,Juliana Rotich,"Meet BRCK, Internet access built for Africa",6,2013,TEDGlobal 2013,0:09:33,6/18/2013,627304
1771,Joseph Kim,The family I lost in North Korea. And the family I gained.,6,2013,TEDGlobal 2013,0:21:23,6/19/2013,2066372
1772,Lesley Hazleton,The doubt essential to faith,6,2013,TEDGlobal 2013,0:13:45,6/24/2013,1330839
1773,Margaret Heffernan,The dangers of willful blindness,6,2013,TEDxDanubia,0:14:38,8/12/2013,1512938
1774,Peter Attia,Is the obesity crisis hiding a bigger problem?,4,2013,TEDMED 2013,0:15:58,6/25/2013,2419049
1776,Bob Mankoff,Anatomy of a New Yorker cartoon,3,2013,TEDSalon NY2013,0:20:59,6/26/2013,1135832
1777,Michael Archer,"How we'll resurrect the gastric brooding frog, the Tasmanian tiger",3,2013,TEDxDeExtinction,0:17:36,6/27/2013,549238
1778,Eric X. Li,A tale of two political systems,6,2013,TEDGlobal 2013,0:20:37,7/1/2013,2414765
1779,Joel Selanikio,The big-data revolution in healthcare,2,2013,TEDxAustin,0:16:18,7/2/2013,678010
1780,Gavin Pretor-Pinney,Cloudy with a chance of joy,6,2013,TEDGlobal 2013,0:10:54,7/16/2013,1210342
1781,Jinha Lee,Reach into the computer and grab a pixel,2,2013,TED2013,0:05:07,7/3/2013,1752291
1782,Sleepy Man Banjo Boys,Bluegrass virtuosity from ... New Jersey?,2,2013,TED2013,0:08:47,7/5/2013,4964269
1783,Mohamed Hijri,A simple solution to the coming phosphorus crisis,10,2013,TEDxUdeM,0:13:41,10/29/2013,612585
1784,Charmian Gooch,Meet global corruption's hidden players,6,2013,TEDGlobal 2013,0:14:27,7/8/2013,1557626
1785,Michael Green,Why we should build wooden skyscrapers,2,2013,TED2013,0:12:22,7/9/2013,1191914
1786,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",The interspecies internet? An idea in progress,2,2013,TED2013,0:20:01,7/10/2013,713218
1787,Jack Andraka,A promising test for pancreatic cancer ... from a teenager,2,2013,TED2013,0:10:49,7/11/2013,4501500
1788,Bernie Krause,The voice of the natural world,6,2013,TEDGlobal 2013,0:14:48,7/15/2013,1003745
1789,Pico Iyer,Where is home?,6,2013,TEDGlobal 2013,0:14:01,7/17/2013,2993574
1790,Dong Woo Jang,The art of bow-making,2,2013,TED2013,0:08:28,11/1/2013,2269477
1791,Chrystia Freeland,The rise of the new global super-rich,6,2013,TEDGlobal 2013,0:15:24,9/5/2013,1879002
1792,Tom Thum,The orchestra in my mouth,3,2013,TEDxSydney,0:11:41,7/19/2013,7144616
1793,Kate Stone,DJ decks made of ... paper,2,2013,TED2013,0:11:45,7/23/2013,684397
1794,John Searle,Our shared condition -- consciousness,3,2013,TEDxCERN,0:14:59,7/22/2013,1318421
1795,Paul Kemp-Robertson,Bitcoin. Sweat. Tide. Meet the future of branded currency.,6,2013,TEDGlobal 2013,0:10:51,7/25/2013,1034454
1796,Roberto D'Angelo + Francesca Fedeli,"In our baby's illness, a life lesson",6,2013,TEDGlobal 2013,0:06:17,7/24/2013,1081533
1797,Tania Luna,How a penny made me feel like a millionaire,6,2012,TED@New York,0:05:31,7/26/2013,1643220
1798,Bastian Schaefer,A 3D-printed jumbo jet?,6,2013,TEDGlobal 2013,0:05:58,7/29/2013,1098157
1799,Eli Beer,The fastest ambulance? A motorcycle,4,2013,TEDMED 2013,0:10:44,7/30/2013,1056925
1800,Eleanor Longden,The voices in my head,2,2013,TED2013,0:14:17,8/8/2013,3965319
1801,Julie Taymor,"Spider-Man, The Lion King and life on the creative edge",3,2011,TED2011,0:18:28,7/31/2013,953139
1802,Peter van Manen,Better baby care -- thanks to Formula 1,4,2013,TEDxNijmegen,0:07:56,8/1/2013,779779
1803,Suzanne Talhouk,Don't kill your language,12,2012,TEDxBeirut,0:14:12,1/6/2014,1215474
1804,Beardyman,The polyphonic me,2,2013,TED2013,0:11:10,8/2/2013,2036787
1805,Daniel H. Cohen,For argument's sake,2,2013,TEDxColbyCollege,0:09:35,8/5/2013,1401838
1806,Jinsop Lee,Design for all 5 senses,2,2013,TED2013,0:09:03,8/6/2013,1448330
1807,Saki Mafundikwa,Ingenuity and elegance in ancient African alphabets,2,2013,TED2013,0:08:10,8/7/2013,715038
1808,Derek Paravicini and Adam Ockelford,In the key of genius,3,2013,TEDxWarwick,0:19:38,8/9/2013,1454400
1809,Shigeru Ban,Emergency shelters made from paper,3,2013,TEDxTokyo,0:11:42,8/13/2013,1553991
1810,Russell Foster,Why do we sleep?,6,2013,TEDGlobal 2013,0:21:46,8/14/2013,6362935
1811,Adam Spencer,Why I fell in love with monster prime numbers,2,2013,TED2013,0:17:17,9/3/2013,1985750
1812,May El-Khalil,Making peace is a marathon,6,2013,TEDGlobal 2013,0:10:16,8/16/2013,5167035
1813,Steve Ramirez and Xu Liu,A mouse. A laser beam. A manipulated memory.,6,2013,TEDxBoston,0:15:25,8/15/2013,1037030
1814,Alexa Meade,Your body is my canvas,6,2013,TEDGlobal 2013,0:07:04,9/6/2013,2661124
1815,Kelly McGonigal,How to make stress your friend,6,2013,TEDGlobal 2013,0:14:28,9/4/2013,13899111
1816,George Monbiot,"For more wonder, rewild the world",6,2013,TEDGlobal 2013,0:15:10,9/9/2013,874368
1817,Jake Barton,The museum of you,3,2013,TEDSalon NY2013,0:15:38,9/10/2013,769824
1818,Ron McCallum,How technology allowed me to read,3,2013,TEDxSydney,0:15:44,9/11/2013,675995
1819,Sonia Shah,3 reasons we still haven’t gotten rid of malaria,6,2013,TEDGlobal 2013,0:15:18,9/12/2013,1106942
1820,James Lyne,Everyday cybercrime -- and what you can do about it,2,2013,TED2013,0:17:26,9/16/2013,1344698
1821,Apollo Robbins,The art of misdirection,6,2013,TEDGlobal 2013,0:08:47,9/13/2013,14564605
1822,Marla Spivak,Why bees are disappearing,6,2013,TEDGlobal 2013,0:15:57,9/17/2013,2393275
1823,Eric Berlow and Sean Gourley,Mapping ideas worth spreading,2,2013,TED2013,0:07:55,9/18/2013,1073483
1824,Andras Forgacs,Leather and meat without killing animals,6,2013,TEDGlobal 2013,0:09:02,9/19/2013,1131150
1825,Benjamin Barber,Why mayors should rule the world,6,2013,TEDGlobal 2013,0:18:05,9/20/2013,711693
1826,Elizabeth Loftus,How reliable is your memory?,6,2013,TEDGlobal 2013,0:17:36,9/23/2013,3252266
1827,Stuart Firestein,The pursuit of ignorance,2,2013,TED2013,0:18:33,9/24/2013,1809242
1828,James Flynn,Why our IQ levels are higher than our grandparents',2,2013,TED2013,0:18:40,9/26/2013,2927747
1829,Onora O'Neill,What we don't understand about trust,6,2013,TEDxHousesOfParliament,0:09:50,9/25/2013,1447850
1830,Kevin Breel,Confessions of a depressed comic,3,2013,TEDxKids@Ambleside,0:11:00,9/27/2013,2874143
1831,Malcolm Gladwell,The unheard story of David and Goliath,9,2013,TEDSalon NY2013,0:15:40,9/30/2013,3061862
1832,Kelli Swazey,Life that doesn't end with death,4,2013,TEDMED 2013,0:13:54,10/1/2013,1524133
1833,Amy Webb,How I hacked online dating,4,2013,TEDSalon NY2013,0:17:27,10/2/2013,6051397
1834,Fabian Oefner,Psychedelic science,6,2013,TEDGlobal 2013,0:12:05,10/3/2013,1771676
1835,Jason Pontin,Can technology solve our big problems?,2,2013,TED2013,0:10:03,10/4/2013,1500807
1836,Michael Sandel,Why we shouldn't trust markets with our civic life,6,2013,TEDGlobal 2013,0:14:37,10/7/2013,1650929
1837,Michael Porter,The case for letting business solve social problems,6,2013,TEDGlobal 2013,0:16:28,10/7/2013,1522535
1838,Janette Sadik-Khan,New York's streets? Not so mean any more,9,2013,TEDCity2.0,0:14:02,10/8/2013,913765
1839,Trita Parsi,Iran and Israel: Peace is possible,6,2013,TEDGlobal 2013,0:10:45,10/9/2013,733721
1840,Gary Slutkin,Let's treat violence like a contagious disease,4,2013,TEDMED 2013,0:14:08,10/10/2013,729060
1841,Andrew Fitzgerald,Adventures in Twitter fiction,7,2013,TEDSalon NY2013,0:11:55,10/11/2013,993921
1842,Dambisa Moyo,Is China the new idol for emerging economies?,6,2013,TEDGlobal 2013,0:16:23,11/11/2013,2033135
1843,Jeff Speck,The walkable city,9,2013,TEDCity2.0,0:16:56,10/14/2013,1019780
1845,Molly Stevens,A new way to grow bone,6,2013,TEDGlobal 2013,0:14:52,2/18/2014,1169577
1846,Iwan Baan,Ingenious homes in unexpected places,9,2013,TEDCity2.0,0:16:58,10/16/2013,1435933
1847,Amanda Bennett,We need a heroic narrative for death,4,2013,TEDMED 2013,0:15:24,10/15/2013,968915
1848,Alessandro Acquisti,What will a future without secrets look like?,6,2013,TEDGlobal 2013,0:15:00,10/17/2013,1289305
1849,Hetain Patel,Who am I? Think again,6,2013,TEDGlobal 2013,0:09:06,10/18/2013,2616540
1850,Steve Howard,Let's go all-in on selling sustainability,6,2013,TEDGlobal 2013,0:13:18,10/21/2013,1025979
1851,Charles Robertson,Africa's next boom,6,2013,TEDGlobal 2013,0:11:33,10/22/2013,1192756
1852,Parul Sehgal,An ode to envy,7,2013,TEDSalon NY2013,0:13:11,10/23/2013,2126987
1853,Gian Giudice,Why our universe might exist on a knife-edge,3,2013,TEDxCERN,0:14:10,10/24/2013,1614897
1854,Xavier Vilalta,Architecture at home in its community,6,2013,TEDGlobal 2013,0:07:44,10/25/2013,992053
1855,Mariana Mazzucato,"Government -- investor, risk-taker, innovator",6,2013,TEDGlobal 2013,0:14:04,10/28/2013,803766
1856,Abha Dawesar,"Life in the ""digital now""",6,2013,TEDGlobal 2013,0:12:01,10/30/2013,1229322
1857,Holly Morris,Why stay in Chernobyl? Because it's home.,6,2013,TEDGlobal 2013,0:08:51,10/31/2013,1102421
1858,Robin Nagle,What I discovered in New York City trash,9,2013,TEDCity2.0,0:07:52,11/5/2013,1620665
1859,Rodrigo Canales,The deadly genius of drug cartels,10,2013,TEDSalon NY2013,0:17:56,11/4/2013,2206662
1860,Grégoire Courtine,The paralyzed rat that walked,6,2013,TEDGlobal 2013,0:14:23,11/6/2013,908587
1861,Mikko Hypponen,How the NSA betrayed the world's trust -- time to act,10,2013,TEDxBrussels,0:19:18,11/7/2013,1518997
1862,Arthur Benjamin,The magic of Fibonacci numbers,6,2013,TEDGlobal 2013,0:06:24,11/8/2013,4227798
1863,Chris Downey,Design with the blind in mind,9,2013,TEDCity2.0,0:11:40,11/12/2013,952693
1864,Mohamed Ali,The link between unemployment and terrorism,9,2013,TEDCity2.0,0:09:01,11/13/2013,1007595
1865,Mick Cornett,How an obese town lost a million pounds,4,2013,TEDMED 2013,0:15:15,1/2/2014,1500299
1866,Jane McGonigal,Massively multi-playerâ€¦ thumb-wrestling?,6,2013,TEDGlobal 2013,0:07:18,11/15/2013,1146649
1872,Lian Pin Koh,A drone's-eye view of conservation,6,2013,TEDGlobal 2013,0:13:30,11/18/2013,594577
1873,Stefan Larsson,What doctors can learn from each other,10,2013,TED@BCG Singapore,0:12:56,11/14/2013,843946
1874,Greg Asner,Ecology from the air,6,2013,TEDGlobal 2013,0:13:50,11/19/2013,679795
1875,Henry Evans and Chad Jenkins,Meet the robots for humanity,10,2013,TEDxMidAtlantic,0:10:21,11/20/2013,1196630
1876,Andreas Raptopoulos,No roads? There's a drone for that,6,2013,TEDGlobal 2013,0:09:13,11/21/2013,983530
1877,Jared Diamond,How societies can grow old better,2,2013,TED2013,0:18:11,11/25/2013,911837
1878,Peter Doolittle,"How your ""working memory"" makes sense of the world",6,2013,TEDGlobal 2013,0:09:29,11/22/2013,2002837
1879,Suzana Herculano-Houzel,What is so special about the human brain?,6,2013,TEDGlobal 2013,0:13:31,11/26/2013,2398489
1880,David Steindl-Rast,Want to be happy? Be grateful,6,2013,TEDGlobal 2013,0:14:30,11/27/2013,5771021
1881,Toby Eccles,Invest in social change,6,2013,TEDGlobal 2013,0:10:03,12/2/2013,913310
1882,Geraldine Hamilton,Body parts on a chip,6,2013,TEDxBoston,0:13:23,12/3/2013,1493775
1883,Sally Kohn,Let’s try emotional correctness,10,2013,TED@NYC,0:05:59,12/4/2013,1790212
1885,David Lang,My underwater robot,2,2013,TED2013,0:04:28,12/5/2013,1216138
1886,Enrique Peñalosa,Why buses represent democracy in action,9,2013,TEDCity2.0,0:14:17,12/6/2013,861970
1887,Rose George,Inside the secret shipping industry,10,2013,TED@BCG Singapore,0:11:23,12/13/2013,1414244
1888,Diébédo Francis Kéré,How to build with clay ... and community,9,2013,TEDCity2.0,0:12:11,12/10/2013,881422
1889,Eddy Cartaya,My glacier cave discoveries,11,2013,TEDYouth 2013,0:08:02,12/11/2013,661152
1890,Boyd Varty,What I learned from Nelson Mandela,12,2013,TEDWomen 2013,0:14:59,12/9/2013,1565226
1891,Stephen Cave,The 4 stories we tell ourselves about death,7,2013,TEDxBratislava,0:15:33,12/12/2013,2229085
1892,Toni Griffin,A new vision for rebuilding Detroit,9,2013,TEDCity2.0,0:11:48,12/16/2013,819472
1893,Marco Annunziata,Welcome to the age of the industrial internet,10,2013,TED@BCG San Francisco,0:12:36,12/17/2013,1417308
1894,Andrew Solomon,"Depression, the secret we share",10,2013,TEDxMet,0:29:21,12/18/2013,6921648
1895,Krista Donaldson,The $80 prosthetic knee that's changing lives,12,2013,TEDWomen 2013,0:09:55,12/19/2013,939926
1896,Diana Nyad,"Never, ever give up",12,2013,TEDWomen 2013,0:15:35,12/23/2013,4088964
1897,Paul Piff,Does money make you mean?,10,2013,TEDxMarin,0:16:35,12/20/2013,3178351
1898,Maysoon Zayid,I got 99 problems ... palsy is just one,12,2013,TEDWomen 2013,0:14:13,1/3/2014,8633478
1900,Sandra Aamodt,Why dieting doesn't usually work,6,2013,TEDGlobal 2013,0:12:42,1/8/2014,4028144
1901,Roger Stein,A bold new way to fund drug research,11,2013,TED@State Street Boston,0:11:09,1/7/2014,896987
1902,Frederic Kaplan,How to build an information time machine,6,2013,TEDxCaFoscariU,0:10:20,1/9/2014,1180008
1903,Ryan Holladay,To hear this music you have to be there. Literally,10,2013,TED@BCG San Francisco,0:06:29,1/10/2014,1276206
1904,Harish Manwani,Profit’s not always the point,10,2013,TED@BCG Singapore,0:13:58,1/13/2014,1507463
1905,Mark Kendall,Demo: A needle-free vaccine patch that's safer and way cheaper,6,2013,TEDGlobal 2013,0:13:50,1/14/2014,993427
1906,Sheryl Sandberg,So we leaned in ... now what?,12,2013,TEDWomen 2013,0:16:56,1/15/2014,2065700
1907,Luke Syson,"How I learned to stop worrying and love ""useless"" art",10,2013,TEDxMet,0:13:11,1/16/2014,1139566
1908,Guy Hoffman,"Robots with ""soul""",10,2013,TEDxJaffa 2013,0:17:38,1/17/2014,2908845
1909,Shereen El Feki,A little-told tale of sex and sensuality,6,2013,TEDGlobal 2013,0:16:10,1/21/2014,1787037
1910,Paula Johnson,His and hers â€¦ healthcare,12,2013,TEDWomen 2013,0:14:42,1/22/2014,1086501
1911,Yves Morieux,"As work gets more complex, 6 rules to simplify",10,2013,TED@BCG San Francisco,0:12:01,1/23/2014,3098742
1912,Joe Kowan,How I beat stage fright,11,2013,TED@State Street Boston,0:08:03,1/24/2014,2265523
1913,Anant Agarwal,Why massive open online courses (still) matter,6,2013,TED2013,0:15:19,1/27/2014,1031933
1914,Anne Milgram,Why smart statistics are the key to fighting crime,10,2013,TED@BCG San Francisco,0:12:41,1/28/2014,858629
1915,McKenna Pope,Want to be an activist? Start with your toys,11,2013,TEDYouth 2013,0:05:22,1/29/2014,907610
1916,Nicolas Perony,"Puppies! Now that I’ve got your attention, complexity theory",10,2013,TEDxZurich 2013,0:13:45,1/30/2014,958700
1917,Maya Penn,"Meet a young entrepreneur, cartoonist, designer, activist ...",12,2013,TEDWomen 2013,0:07:16,1/31/2014,1437248
